HIP, HD, designation, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
73252,\N,\N,10.2,224.56583584,59.58329977,"14 58 15.80","+59 34 59.9",39.95,0.92,25.0313,-106.77,67.28,11.71,10.261,8.207583918250052,0.050015216075862234,8.268583918250052,0.050015216075862234,1.565,1.449
110774,\N,\N,9.52,336.6350724,63.87867078,"22 26 32.42","+63 52 43.2",39.97,1.28,25.0188,195.22,208.45,11.163,9.673,7.528670741300524,0.06956305791174744,7.6816707413005245,0.06956305791174744,1.102,1.49
23941,"33256",\N,5.11,77.18194475,-4.45624625,"05 08 43.67","-04 27 22.5",39.99,0.7,25.0063,55.62,16.03,5.639,5.17,3.119757020667609,0.03801415260369767,3.1797570206676093,0.03801415260369767,0.455,0.469
74261,\N,\N,10.63,227.64986131,-42.97627919,"15 10 35.97","-42 58 34.6",39.99,2.41,25.0063,-324.71,-291.36,\N,\N,8.63975702066761,0.1310227020705641,\N,\N,1.406,\N
32423,"263175",\N,8.8,101.52236005,32.55543654,"06 46 05.37","+32 33 19.6",40.02,1.22,24.9875,-454.45,98.94,10.063,8.899,6.811385421500964,0.06621732754317877,6.910385421500963,0.06621732754317877,0.964,1.164
67655,"120559",\N,7.97,207.91996891,-57.43465194,"13 51 40.79","-57 26 04.7",40.02,1,24.9875,-360.1,-412.65,8.758,8.032,5.981385421500964,0.05427097743462017,6.043385421500964,0.05427097743462017,0.663,0.726
60994,"108799",\N,6.37,187.52054829,-13.39305238,"12 30 04.93","-13 23 35.0",40.03,0.98,24.9813,-261.58,-54.16,7.09,6.459,4.381927950525525,0.0531718276854134,4.4709279505255255,0.0531718276854134,0.591,0.631
59774,"106591",\N,3.32,183.85603795,57.03259792,"12 15 25.45","+57 01 57.4",40.05,0.6,24.9688,103.56,7.81,3.421,3.314,1.3330126021012827,0.03253385596161973,1.3270126021012825,0.03253385596161973,0.077,0.107
63503,"113139",\N,4.93,195.18160731,56.36633134,"13 00 43.59","+56 21 58.8",40.06,0.6,24.9626,108.36,2.67,5.375,4.983,2.943554724787787,0.032525733464618956,2.9965547247877877,0.032525733464618956,0.368,0.392
60866,"108581",\N,9.24,187.13120324,-18.29685881,"12 28 31.49","-18 17 48.7",40.09,1.23,24.9439,171.8,-176.56,10.773,9.386,7.25518028125261,0.06664379145954813,7.401180281252609,0.06664379145954813,1.218,1.387
114066,\N,\N,10.87,346.51923273,63.92635285,"23 06 04.62","+63 55 34.9",40.09,1.48,24.9439,171.01,-58.48,\N,\N,8.885180281252609,0.08020055720541475,\N,\N,1.44,\N
24786,"34721",\N,5.96,79.7093162,-18.13019946,"05 18 50.24","-18 07 48.7",40.11,0.76,24.9314,385,61.32,6.651,6.023,3.9762633099082354,0.0411497525412754,4.039263309908234,0.0411497525412754,0.572,0.628
29067,\N,\N,9.75,91.98052613,67.97709065,"06 07 55.33","+67 58 37.5",40.12,1.78,24.9252,-48.32,-112.31,11.391,9.89,7.766804621741903,0.09640478606062919,7.9068046217419035,0.09640478606062919,1.25,1.501
92756,\N,\N,10.43,283.52696106,-54.3530351,"18 54 06.47","-54 21 10.9",40.13,10.43,24.919,193.16,-52.91,11.605,10.231,8.447345798669193,0.5776265398927904,8.248345798669195,0.5776265398927904,1.27,1.374
94336,"179957",\N,5.85,288.02173147,49.85423807,"19 12 05.22","+49 51 15.3",40.16,0.83,24.9004,-205.02,624.33,7.294,6.569,3.868968520684816,0.04488492976688763,4.587968520684817,0.04488492976688763,0.666,0.725
84487,\N,\N,10.47,259.08395542,-12.17809864,"17 16 20.15","-12 10 41.2",40.17,1.85,24.8942,142.77,-22.04,12.163,10.484,8.489509158658358,0.10007636915856732,8.503509158658357,0.10007636915856732,1.429,1.679
15973,\N,\N,11.26,51.41432881,-42.98635674,"03 25 39.44","-42 59 10.9",40.18,1.9,24.888,322.7,-131.59,\N,\N,9.280049662061153,0.1027595051021919,\N,\N,1.439,\N
