HIP, e_Plx, Plx
1338,\N,\N
1339,0.92,0.95
1340,0.89,10
1341,1,7.47
1342,0.56,9.06
1343,1.1,2.99
1344,1.59,7.98
1345,1.32,7.36
1346,0.8,5.07
1347,0.82,30
1348,1.13,5.03
1349,1.19,43.45
1350,1.47,15.06
1351,1.36,13.42
1352,0.7,1.42
1353,0.84,7.17
1354,0.58,5.08
1355,0.75,2.69
1356,0.8,5.29
1357,1.05,3.2
1358,2.38,8.04
1359,0.66,5.55
1360,1.31,2.13
1361,3.64,6.89
1362,1.09,3.92
1363,0.8,3.5
1364,1.23,2.51
1365,1.25,7.32
1366,1.31,12.88
1367,0.84,1.8
1368,1.12,66.71
1369,1.11,6.52
1370,1.14,4.97
1371,1.9,1.88
1372,0.65,3.42
1373,1.56,0.76
1374,2.06,9.21
1375,0.88,7.35
1376,1.02,2.54
1377,0.85,7.02
1378,1.47,0.44
1379,1.13,4.36
1380,1.2,3.91
1381,0.84,3.27
1382,0.84,27.32
1383,0.88,4.15
1384,1.51,2.47
1385,1.29,9.83
1386,2.77,42.65
1387,1.24,0.9
1388,5.66,12.73
1389,3.17,23.3
1390,3.09,9.72
1391,1.09,1.63
1392,1.35,15.31
1393,2.39,8.38
1394,0.79,11.28
1395,1.37,7.11
1396,1.1,2.79
1397,1.39,11.3
1398,2.91,24.12
1399,2.33,22.54
1400,1.1,10.73
1401,1.12,0.84
1402,0.89,20.47
1403,0.79,3.92
1404,0.72,10.52
1405,4.6,-14.53
1406,12.73,20.51
1407,1.97,21.8
1408,1.77,17.1
1409,0.89,7.31
1410,1.06,6.34
1411,1.15,14.58
1412,2.31,28.38
1413,0.76,8.06
1414,0.99,5.32
1415,0.69,0.57
1416,1.21,1.49
1417,1.86,-0.23
1418,1.83,4.9
1419,0.73,12.92
1420,2.22,17
1421,0.98,9.89
1422,1.16,4.03
1423,1.55,3.81
1424,1.02,5.41
1425,0.66,6.42
1426,1.67,-0.6
1427,0.87,21.66
1428,0.76,2.77
1429,0.88,1.68
1430,1.47,8.35
1431,1.15,3.88
1432,1.44,3.67
1433,1.36,2.93
1434,0.94,6.13
1435,0.97,4.63
1436,1.36,2.64
1437,1.26,16.24
1438,3.94,4.74
1439,0.82,7.14
1440,1.16,4.72
1441,1.55,8.19
1442,1.48,16.75
1443,3.32,2.58
1444,0.85,38.24
1445,0.93,1.67
1446,10.49,-1.58
1447,4.73,4.17
1448,0.9,2.18
1449,1.17,1.54
1450,0.84,4.07
1451,1.5,5.4
1452,1.02,3.49
1453,1.54,8.82
1454,1.28,2.9
1455,0.97,12.21
1456,0.73,5.31
1457,1.26,10.55
1458,1.05,2.22
1459,1.48,5.1
1460,1.19,6.63
1461,0.75,6.06
1462,0.75,3.65
1463,2.2,61.67
1464,1.34,4.29
1465,0.89,7.28
1466,0.77,0
1467,1.2,6.06
1468,1.13,14.05
1469,0.95,4.58
1470,0.97,4.52
1471,1.42,4.46
1472,1.02,5.46
1473,0.68,23.11
1474,0.9,1.84
1475,1.05,280.27
1476,0.94,3.9
1477,0.88,6.22
1478,1.18,8.87
1479,0.76,2.11
1480,0.93,7.47
1481,0.68,24.42
1482,1.73,9.58
1483,1.3,0.91
1484,0.58,4.01
1485,2.39,7.81
1486,0.71,3.08
1487,0.88,15.08
1488,1.52,8.17
1489,1.04,2.61
1490,0.98,0.87
1491,1.29,4.57
1492,0.85,2.35
1493,0.77,6
1494,1.5,6.87
1495,0.84,8.99
1496,0.75,9.28
1497,1.21,2.14
1498,1.54,3.54
1499,0.85,42.67
1500,0.99,16.71
1501,0.78,4.71
1502,0.68,8.56
1503,3.93,6.33
1504,0.85,1.34
1505,1.11,3.29
1506,13.51,3.11
1507,1.17,4.77
1508,0.9,6.37
1509,1,8.04
1510,0.84,3.98
1511,2.82,0.37
1512,6.28,3.83
1513,2,3.94
1514,1.29,4.94
1515,1.99,0.74
1516,3.76,11.25
1517,1.23,8.52
1518,1.23,9.37
1519,0.99,3.22
1520,1.39,0.83
1521,0.79,5.77
1522,0.99,0.87
1523,1.92,1.91
1524,0.91,8.25
1525,1.49,3.38
1526,0.91,1.08
1527,1.4,7.72
1528,1.36,4.73
1529,1.48,2.6
1530,1.1,4.13
1531,0.82,4.02
1532,1.73,48.17
1533,1.18,-0.29
1534,1.15,6.68
1535,1.33,1.56
1536,1.01,12.22
1537,1.49,2.45
1538,1.02,4.25
1539,2.3,31.24
1540,1.11,2.45
1541,1.07,14.21
1542,1.13,1.74
1543,1.33,5.98
1544,1.73,4.9
1545,0.97,11.65
1546,6.89,33.85
1547,1.06,5.97
1548,1.5,1.87
1549,0.64,3.38
1550,0.76,3.93
1551,1.06,2.99
1552,0.99,18.95
1553,0.88,4.34
1554,0.98,3.11
1555,0.87,0.8
1556,1.34,4.73
1557,0.73,3.69
1558,0.9,3.77
1559,0.95,3.99
1560,0.82,2.95
1561,1.33,0.11
1562,0.73,11.26
1563,1.47,6.88
1564,0.82,2.34
1565,1.08,11.36
1566,1.29,4.94
1567,1.04,13.16
1568,1.59,4.87
1570,1.12,0.06
1571,0.82,2.71
1572,0.84,14.55
1573,0.98,21.59
1574,1.08,0.46
1575,0.77,6.03
1576,1.4,2.38
1577,1.44,5.7
1578,1.23,2.41
1579,0.86,4.27
1580,0.82,4.02
1581,1.19,7.44
1582,0.82,16.31
1583,1.1,2.1
1584,0.96,4.19
1585,1.91,8.45
1586,0.94,2.6
1587,0.98,8.61
1588,1.12,3.25
1589,1.15,6.06
1590,1.27,2.1
1591,1.01,4.4
1592,0.9,1.34
1593,1.28,3.56
1594,0.98,4.02
1595,0.79,5.9
1596,0.98,7.38
1597,0.92,6.19
1598,0.81,40.25
1599,0.64,116.38
1600,0.93,4.09
1601,1.23,3.71
1602,0.88,1.65
1603,0.73,3.69
1604,0.91,0.71
1605,0.85,0.53
1606,1.36,1.94
1607,1.32,1.23
1608,3.03,39.31
1609,0.97,2.4
1610,2.07,2.54
1611,0.91,8.21
1612,1.25,8.7
1613,1.29,14.46
1614,1.41,0.32
1615,1.47,2.43
1616,1.79,3.11
1617,2.83,19.49
1618,0.92,1.5
1619,1.03,5.48
1620,1.54,10.07
1621,1.84,0.2
1622,1.04,6.46
1623,0.69,19.35
1624,1.31,3.5
1625,1.62,19.39
1626,1.38,2.32
1627,1.29,0.09
1628,1.03,2.4
1629,0.65,10.16
1630,0.73,5.6
1631,1.36,0.42
1632,1.36,5.36
1633,0.9,4.55
1634,0.96,8.32
1635,1.2,3.12
1636,1.19,10.8
1637,1.08,0.16
1638,0.93,4.15
1639,0.74,3.43
1640,0.92,11.82
1641,0.95,3.6
1642,1.02,9.2
1643,1.34,2.99
1644,0.75,5.12
1645,0.81,8.26
1646,2.07,8.83
1647,0.51,10.65
1648,1.37,1.74
1649,0.79,11.33
1650,1.31,1.81
1651,0.79,3.27
1652,0.71,0.49
1653,1.14,4.41
1654,1.26,17.37
1655,1.06,0.75
1656,0.93,3.7
1657,0.87,5.05
1658,1.15,5.44
1659,2.37,12.88
1660,0.9,6.42
1661,1.16,6.09
1662,1.25,0.6
1663,20.16,46.72
1664,0.88,7.8
1665,0.89,5.76
1666,1.01,9.04
1667,0.82,9.31
1668,1.21,12.68
1669,1.32,14
1670,1.22,5.22
1671,0.87,0.41
1672,0.86,10.14
1673,0.99,13.2
1674,1.51,31.49
1675,1.07,2.89
1676,1.82,3.24
1677,0.91,7.87
1678,2.09,3.28
1679,1.4,11.58
1680,1.72,6.32
1681,1.17,1.12
1682,1.2,0.67
1683,1.16,10.03
1684,0.93,12.42
1685,1.28,9.51
1686,0.73,20.42
1687,1.49,18.33
1688,0.8,9.71
1689,0.86,1.11
1690,1.48,1.85
1691,0.96,12.6
1692,33.05,43.42
1693,2.4,5.41
1694,0.89,0.95
1695,1.72,5.42
1696,2.02,55.68
1697,1.14,2.75
1698,1.19,1.91
1699,1.93,0.75
1700,1.26,4.91
1701,1.24,3.57
1702,1.24,2.97
1703,2.75,1.78
1704,0.95,14.99
1705,2.37,5.36
1706,0.53,4.68
1707,0.71,3.07
1708,0.87,10.5
1709,1.91,1.21
1710,1.09,4.79
1711,0.99,1.2
1712,1.11,10.65
1713,1.66,3.67
1714,0.62,7.25
1715,0.75,7.15
1716,1.15,6.44
1717,1.11,1.87
1718,1.23,8.57
1719,1.02,23.22
1720,3.98,50.1
1721,0.96,10.13
1722,1.03,4.9
1723,2.27,19.82
1724,0.84,5.29
1725,0.63,5.97
1726,1.09,1.78
1727,2.05,1.87
1728,0.84,4.21
1729,1.3,7.04
1730,0.89,3
1731,1.34,8.91
1732,1.5,13.41
1733,0.91,5.59
1734,2.19,54.91
1735,1.1,1.65
1736,0.88,16.04
1737,3.65,4.37
1738,1.36,0.77
1739,1.19,3.71
1740,2.04,3.84
1741,1.15,3.24
1742,1.25,13.63
1743,1.25,-0.37
1744,1.34,4.63
1745,1.45,18
1746,1.48,16.39
1747,2.22,6.37
1748,0.72,4.99
1749,1.07,5.52
1750,1.43,8.53
1751,0.81,3.14
1752,1.22,10.08
1753,2.27,5.73
1754,1.06,7.13
1755,0.76,6.57
1756,0.66,2.73
1757,1.21,0.76
1758,1.18,6.88
1759,1,3.15
1760,0.88,9.4
1761,1.24,6.17
1762,0.89,3.38
1763,1.36,0.54
1764,0.71,2.8
1765,1.1,2.59
1766,0.78,11.29
1767,3.7,6.41
1768,7.12,44.57
1769,0.75,2.72
1770,1.48,4.28
1771,2.65,20.26
1772,0.95,5.98
1773,0.95,11.29
1774,1.97,14.45
1775,1.17,6.47
1776,1.01,8.39
1777,0.75,7.4
1778,2.05,3.96
1779,0.91,22.53
1780,1.22,10.8
1781,1.57,10.08
1782,1.45,3.69
1783,1.26,5.62
1784,1.9,3.7
1785,1.2,1.37
1786,1.26,1.93
1787,1.07,12.19
1788,1.78,9.93
1789,1.23,1.54
1790,1,1.44
1791,1.23,2.34
1792,1.17,2.4
1793,1.28,4.28
1794,0.76,2.91
1795,0.73,13.13
1796,1.29,-0.75
1797,1.23,8.54
1798,1.26,1.99
1799,0.89,7.45
1800,1,5.97
1801,1.5,2.55
1802,1.56,6.22
1803,0.91,49.05
1804,0.77,2.26
1805,1.25,2.24
1806,0.93,3.87
1807,1.42,22.93
1808,1.75,6.07
1809,0.82,3.88
1810,1.42,0.78
1811,1.27,2.07
1812,0.99,7.2
1813,0.9,24.68
1814,1.58,3.62
1815,1.24,4.86
1816,1.47,1.78
1817,1.21,2.06
1818,0.85,4.1
1819,1.31,2.53
1820,1.42,7.02
1821,0.86,3.23
1822,1.51,6.04
1823,1.22,21.66
1824,1.07,4.12
1825,1.16,12.25
1826,1.16,1.52
1827,1.07,1.62
1828,0.93,3.56
1829,1,8.35
1830,0.83,5.13
1831,1.18,6.55
1832,1.59,5.36
1833,1.28,4.64
1834,1.07,0.59
1835,0.98,0.84
1836,2.01,-1.14
1837,1.15,44.97
1838,1.9,5.68
1839,1.12,3.61
1840,0.83,3.52
1841,1.53,16.99
1842,2.63,47.4
1843,1.47,1.6
1844,0.87,2
1845,1.25,9.72
1846,4.3,16.56
1847,6.01,-0.77
1848,2.69,7.62
1849,0.91,4.23
1850,0.95,0.86
1851,1.14,3.36
1852,0.91,0.66
1853,1.28,6.86
1854,0.96,5.1
1855,1.48,2.36
1856,1.92,5
1857,1.48,3.91
1858,0.92,5.71
1859,0.91,4.94
1860,2.72,50.71
1861,1.02,7.19
1862,0.82,3.86
1863,1.24,3.89
1864,1.28,4.42
1865,1.28,5.35
1866,1.98,20.9
1867,1.08,7.75
1868,1.64,11.83
1869,1.06,2.98
1870,1.22,5.7
1871,1.16,22.65
1872,3.16,1.49
1873,0.98,3.55
1874,1.1,1.51
1875,0.9,1.63
1876,0.94,3.18
1877,1.06,10.02
1878,1.5,-0.04
1879,0.92,3.08
1880,0.93,1.75
1881,2.28,8.4
1882,1.29,8.45
1883,1.59,2.67
1884,1.18,10.23
1885,1.79,23.75
1886,1.23,1.66
1887,1.3,12.47
1888,1.15,5.62
1889,1.07,1.01
1890,1.06,5.98
1891,1.19,9.39
1892,0.69,18.64
1893,1.23,19.26
1894,1.1,4.63
1895,1.65,-1.94
1896,0.94,1.07
1897,1.37,17.09
1898,1.38,7.11
1899,0.97,15.9
1900,1.17,8.14
1901,6.49,-0.06
1902,\N,\N
1903,1.07,5.7
1904,0.89,0.1
1905,0.77,6.86
1906,1.23,5.29
1907,1.26,5.52
1908,1.09,11.76
1909,0.94,3.72
1910,2.22,21.59
1911,1.46,5.58
1912,0.78,9.46
1913,1.52,1.08
1914,0.75,14.6
1915,1.06,4.04
1916,1.02,6.46
1917,1.28,5.6
1918,0.83,11.01
1919,1.34,6.12
1920,7.28,-0.37
1921,0.69,2.38
1922,1.68,0.79
1923,0.75,13.28
1924,1.17,8.52
1925,0.85,2.82
1926,0.87,2.68
1927,2.44,3.35
1928,1.02,6.35
1929,0.94,1.29
1930,1.02,1.96
1931,1.13,11.13
1932,0.97,5.3
1933,1.49,20.81
1934,0.97,4.8
1935,1.08,1.79
1936,1.08,55.53
1937,0.83,14.84
1938,1.53,-1.17
1939,0.79,6.03
1940,1.42,4.79
1941,0.99,1.48
1942,1.03,6.3
1943,1.23,3.39
1944,1.38,7.66
1945,1.34,0.56
1946,0.91,5.07
1947,1.7,3.82
1948,0.84,6.09
1949,0.88,4.86
1950,1.37,8.85
1951,1.33,5.34
1952,0.78,5.96
1953,1.06,7.15
1954,0.8,36.15
1955,0.73,28.91
1956,0.96,4.57
1957,1.89,4.44
1958,1.06,5.08
1959,1.32,7.79
1960,0.54,4.27
1961,1.08,7.55
1962,0.99,2.96
1963,1.36,3.23
1964,0.94,5.31
1965,1.51,9.13
1966,1.87,1.58
1967,1.19,2.3
1968,1.86,10.61
1969,1.24,6.44
1970,0.85,10.47
1971,1.65,2.66
1972,1.38,1.87
1973,0.82,8.12
1974,1.26,0.46
1975,1.73,2.14
1976,1.08,20.45
1977,1.1,12.98
1978,1.31,23.77
1979,0.98,7.33
1980,1.04,9
1981,1.17,3.15
1982,0.71,6.17
1983,1.2,1.91
1984,1.27,4.6
1985,0.85,6.59
1986,1.18,9.83
1987,1.08,23.69
1988,0.89,3.29
1989,0.82,15.77
1990,1.2,0.45
1991,1.05,1.95
1992,1.6,8.41
1993,24.06,26.69
1994,1.16,2.57
1995,1.46,3.72
1996,0.84,0.61
1997,3.05,4.89
1998,1.42,1.56
1999,1.24,2.56
2000,1.44,10.87
2001,0.73,8.37
2002,1.96,11.27
2003,1.09,4.91
2004,1.06,2.59
2005,2.08,1.86
2006,1.03,5.5
2007,0.86,2.98
2008,1.01,5.21
2009,1.2,-0.62
2010,1.35,0.66
2011,1.12,10.52
2012,0.92,-0.75
2013,0.66,2.03
2014,1.2,8.17
2015,1.05,9.45
2016,0.98,4.65
2017,1.07,9.52
2018,1.41,5.11
2019,0.81,1.96
2020,0.82,5.31
2021,0.51,133.78
2022,1.44,0.91
2023,0.91,7.81
2024,0.71,0.11
2025,0.84,3.33
2026,1.45,7.59
2027,0.95,5.93
2028,2.56,13.82
2029,8.62,11.78
2030,2.28,8.94
2031,2.03,15.76
2032,0.91,6.89
2033,2.85,5.15
2034,0.97,1.12
2035,1.33,8.14
2036,0.56,1.07
2037,0.7,2.6
2038,1.39,6.18
2039,1.56,17.45
2040,0.91,3.33
2041,1.74,2.2
2042,1.61,7.97
2043,1.39,3.19
2044,1.73,2.34
2045,1.01,4.12
2046,1.23,9.11
2047,1.18,5.61
2048,1.56,11.94
2049,1.29,10.19
2050,0.88,6.11
2051,1.61,-3.01
2052,1.45,5.46
2053,1.17,1.18
2054,0.82,5.46
2055,0.97,1.46
2056,1.23,5.75
2057,1.04,9.76
2058,0.78,3.45
2059,1.56,5.2
2060,1.93,0.69
2061,1.06,0.77
2062,1.17,10.58
2063,0.76,1.39
2064,2.14,15.74
2065,3.88,6.16
2066,1.02,16.21
2067,2.4,5.43
2068,0.88,9.08
2069,1.39,9.53
2070,1.04,1.5
2071,1.17,7.58
2072,0.69,42.51
2073,1.16,4.32
2074,0.91,4.45
2075,0.98,3.5
2076,0.77,8.54
2077,1.24,2.26
2078,1.23,6.77
2079,1,5.83
2080,0.88,2.3
2081,0.78,42.14
2082,1.03,5.26
2083,1.03,11.7
2084,0.95,0.82
2085,0.91,0.91
2086,0.91,4.3
2087,0.83,1.53
2088,1,3.08
2089,1.37,1.67
2090,1.66,-1.65
2091,1.53,5.92
2092,1.05,2.54
2093,0.97,3.48
2094,1.12,8.85
2095,1.11,3.84
2096,0.9,2.91
2097,1.7,6.22
2098,1.68,4.62
2099,1.19,11.7
2100,1.23,6.71
2101,0.75,3.84
2102,1.59,22.32
2103,1.08,2.99
2104,0.89,1.58
2105,1.06,1.05
2106,0.6,4.97
2107,1.07,14.9
2108,1.13,2.54
2109,1.34,0.14
2110,2.02,2.34
2111,0.72,11.96
2112,1.04,1.51
2113,1.08,3.21
2114,1.09,7.33
2115,1.19,9.53
2116,1.16,2.37
2117,3.2,4.51
2118,1.15,8.76
2119,9.11,7.83
2120,1.51,61.39
2121,1.19,11.44
2122,1.1,4.11
2123,1.19,2.39
2124,0.94,2.91
2125,1.15,4.76
2126,0.92,-0.39
2127,1.08,10.27
2128,1.47,17.16
2129,1.06,6.62
2130,1.52,4.3
2131,1.05,14.38
2132,1.12,0.97
2133,1.15,2.25
2134,1.38,6.77
2135,0.84,12.51
2136,1.47,18.1
2137,1.27,16.04
2138,0.86,7.26
2139,1.9,5.41
2140,0.91,3.21
2141,1.37,10.41
2142,0.52,6.35
2143,2.75,18.36
2144,0.84,2.03
2145,1.06,2.22
2146,0.82,3.09
2147,1.59,5.76
2148,1.37,4.59
2149,7.1,7.26
2150,1.24,4.76
2151,1.35,5.22
2152,0.92,4.88
2153,1.69,4.53
2154,1.45,3.25
2155,1.41,3.7
2156,1.45,9.22
2157,1.28,9.94
2158,1.72,5.49
2159,0.97,4.86
2160,1.09,2.36
2161,1.27,1.28
2162,1.45,3.67
2163,0.94,3.25
2164,0.93,1.4
2165,1.67,-0.43
2166,0.98,4.53
2167,1.1,9.77
2168,1.08,2.59
2169,0.98,6.83
2170,1.24,1.61
2171,1.44,3.88
2172,1.5,3.58
2173,1.53,5.23
2174,1.14,16.49
2175,1.28,7.34
2176,1.09,2.36
2177,0.89,13.47
2178,0.71,7.7
2179,0.98,3.66
2180,1.09,0.08
2181,1.15,3.55
2182,0.75,2.63
2183,1.42,4.65
2184,0.84,8.63
2185,1.05,6.14
2186,0.83,9.83
2187,2.39,0.33
2188,1.03,2.91
2189,\N,\N
2190,1.1,13.54
2191,0.77,2.03
2192,1.22,-0.58
2193,0.93,1.84
2194,1.37,21.72
2195,1.15,1.29
2196,1.55,7.56
2197,1.14,3.04
2198,1.56,7.12
2199,1.34,3.73
2200,1.03,4.83
2201,12.54,21.07
2202,1.2,4.85
2203,1.34,-0.2
2204,0.91,10.86
2205,1.29,6.56
2206,1.91,5.35
2207,2.15,10.58
2208,1.17,2.68
2209,1.27,4.09
2210,0.72,5.95
2211,0.91,1.84
2212,1.62,-0.12
2213,0.79,6.12
2214,1.13,6.97
2215,1.48,8.87
2216,1.74,0.95
2217,1.13,3.97
2218,0.8,3.52
2219,0.78,6.65
2220,0.81,3.29
2221,1.38,0.04
2222,0.85,1.35
2223,0.91,1.26
2224,0.72,2.93
2225,0.75,12.32
2226,1.95,8.17
2227,0.92,7.5
2228,1.07,6.83
2229,1.15,2.57
2230,1.05,12.57
2231,1.04,10.51
2232,3.06,9.04
2233,1.78,6.88
2234,0.72,6.03
2235,0.86,27.51
2236,2.55,11.49
2237,0.87,31.01
2238,1.13,3.71
2239,0.9,17.88
2240,0.68,7.86
2241,0.85,5.15
2242,1.48,8.15
2243,0.8,6.59
2244,1.14,1.55
2245,1.3,4.93
2246,0.89,15.86
2247,1.4,26.64
2248,1.2,4.4
2249,0.83,2.94
2250,1.15,2.62
2251,1.51,0.28
2252,2.29,6.23
2253,0.89,4.52
2254,1.45,7.77
2255,2.08,6.14
2256,0.67,8.58
2257,1.66,2.61
2258,1.04,2.64
2259,0.99,-1.11
2260,1.06,2.01
2261,2.78,3.22
2262,1.27,0.48
2263,1.1,3.74
2264,1.03,4.58
2265,1.35,0.31
2266,1.17,6.45
2267,0.88,0.87
2268,1.41,2.68
2269,1.06,3.42
2270,0.86,7.03
2271,0.95,1.5
2272,1.25,3.68
2273,1.35,15.85
2274,3.63,1.04
2275,1.18,8.81
2276,1.25,6.43
2277,1.35,2.97
2278,1.54,1.53
2279,1.16,2.68
2280,1.08,8.48
2281,1.24,3.72
2282,1.06,20.6
2283,0.97,2.58
2284,1.35,5.99
2285,1.35,2.18
2286,3.75,-2.13
2287,5.82,-6.82
2288,1.55,10.93
2289,0.86,4.4
2290,1.05,1.99
2291,1.21,3.49
2292,0.97,17.88
2293,1.75,17.58
2294,1.25,8.96
2295,1.72,4.13
2296,1.25,3.45
2297,1.2,5.64
2298,1.19,4.36
2299,1.2,2.07
2300,1.01,0.57
2301,1.23,1.62
2302,1.19,2.09
2303,1.07,9.21
2304,0.74,2.82
2305,0.89,17.2
2306,1.32,4.74
2307,1.14,3.24
2308,1.28,5.93
2309,2.32,4.89
2310,2.42,2.67
2311,1.5,22.77
2312,0.99,2.93
2313,1.23,6.39
2314,0.96,9.53
2315,0.87,3.96
2316,1.55,8.6
2317,1.57,1.91
2318,1.18,15.28
2319,0.93,13.2
2320,0.68,7.1
2321,1.12,3
2322,1.44,2.8
2323,0.95,5.2
2324,0.88,4.09
2325,1.51,0.23
2326,1.11,14.45
2327,4.43,20.25
2328,2.66,1.17
2329,0.89,1.37
2330,0.81,5.05
2331,2.61,1.45
2332,1.08,5.85
2333,0.99,6.1
2334,1.2,6.03
2335,1.26,6.94
2336,0.96,11.67
2337,0.87,23.62
2338,1.33,8.06
2339,0.89,8.8
2340,1.11,2.74
2341,1.23,8.45
2342,1.03,5.98
2343,0.9,14.05
2344,1.48,6.99
2345,0.89,3.37
2346,2.33,2.82
2347,1.09,2.32
2348,1.38,4.21
2349,0.9,2.71
2350,1.35,18.62
2351,1.42,3.53
2352,0.85,13.12
2353,0.92,3.82
2354,1.02,0.64
2355,0.86,17.62
2356,1.69,1.63
2357,1.38,3.04
2358,0.9,14.87
2359,1.54,4.21
2360,1.27,6.79
2361,1.64,4.21
2362,1.8,0.33
2363,1.21,6.56
2364,1.9,25.04
2365,1.09,4.78
2366,1.16,1.72
2367,1.28,1.84
2368,1.2,11.77
2369,1.24,6.48
2370,3.71,2.22
2371,0.7,5.29
2372,1.19,1.32
2373,1.85,20.15
2374,0.77,3.83
2375,1.75,7.11
2376,1.21,6.02
2377,0.76,4.54
2378,0.91,1.68
2379,1.37,2.98
2380,1.48,2.37
2381,0.9,18.08
2382,1.83,0.82
2383,0.67,22.19
2384,1.41,5.09
2385,0.94,3.26
2386,1.07,12.28
2387,3.36,4.06
2388,0.72,7.77
2389,1.07,3.15
2390,0.95,0.19
2391,4.75,11.25
2392,0.74,7.19
2393,0.9,7.85
2394,1.29,4.75
2395,1.1,6.77
2396,1.42,0.37
2397,1.18,29.34
2398,1.15,3.06
2399,1.35,2.26
2400,1.25,3.54
2401,1.03,4.8
2402,1,2.45
2403,1,9.86
2404,1.36,2.49
2405,1.24,2.07
2406,0.79,6.94
2407,0.95,9.15
2408,1.03,2.93
2409,0.68,2.05
2410,3.97,8.45
2411,2.15,5.87
2412,1.82,14.69
2413,0.91,2.11
2414,1.05,20.91
2415,0.74,8.46
2416,1.23,17.5
2417,1.33,14.06
2418,1.29,2.24
2419,0.71,7.21
2420,0.94,7.14
2421,1.03,3.64
2422,0.54,25.37
2423,0.89,4.88
2424,4.22,-1.2
2425,1.35,3.7
2426,1.45,36.36
2427,1.4,-1.25
2428,1.15,1.28
2429,2.16,8.1
2430,0.96,1.88
2431,0.91,7.01
2432,1.02,1.53
2433,1.33,8.28
2434,1.08,10.69
2435,1.09,0.77
2436,1.2,3.68
2437,1.24,4.2
2438,2.5,3.44
2439,1.31,-0.07
2440,0.73,7.97
2441,1,4.28
2442,0.87,4.35
2443,2.2,2.26
2444,1.57,11.69
2445,0.86,9.19
2446,0.86,4.76
2447,1.09,1.32
2448,1.35,7.24
2449,2.45,3.91
2450,1.06,1.1
2451,1.14,5.86
2452,1.36,16.21
2453,0.66,23.95
2454,1.7,0.86
2455,0.81,2.44
2456,2.15,-1.2
2457,1.28,0.27
2458,5.59,16.71
2459,1.17,1.07
2460,5.48,8.09
2461,1.56,5.88
2462,1.14,1.22
2463,1.06,-0.06
2464,0.94,-0.33
2465,0.88,4.86
2466,1.82,4.63
2467,1.13,9.19
2468,0.96,3.63
2469,1.16,5.62
2470,0.98,6.13
2471,1.61,3.56
2472,0.64,18.97
2473,0.92,3.55
2474,0.58,4.55
2475,0.79,6.98
2476,1.09,5.06
2477,2.06,4.33
2478,1.15,-1.59
2479,0.83,13.44
2480,0.79,5.08
2481,0.83,3.21
2482,1.03,15.9
2483,1.58,15.36
2484,0.52,23.35
2485,1.18,5.07
2486,1.65,1.43
2487,4.35,18.95
2488,1.06,7.95
2489,0.83,3.2
2490,0.76,4.12
2491,0.91,3.96
2492,2.39,10.63
2493,1.88,2.01
2494,1.11,-0.1
2495,1.26,11.3
2496,0.86,9.86
2497,0.68,8.29
2498,0.88,12.27
2499,3.07,-0.72
2500,1.03,7.6
2501,1.27,2.59
2502,1.08,5.23
2503,0.86,-0.17
2504,1.38,13.68
2505,1.06,9.2
2506,1.35,6.86
2507,1,5.28
2508,0.88,5.41
2509,1.47,6.4
2510,1,9.3
2511,1.45,15.71
2512,0.81,10.47
2513,1.25,6.93
2514,1.02,3.14
2515,1.67,1.79
2516,2.68,6.91
2517,0.83,3.59
2518,1.4,4.85
2519,1.27,6.95
2520,1.44,2.31
2521,1.25,4.42
2522,1.15,1.79
2523,1.53,2.61
2524,0.79,0.27
2525,0.84,2.76
2526,0.9,1.9
2527,0.91,5.22
2528,1.41,5.02
2529,1.77,6.78
2530,3.03,0.67
2531,1.03,3.77
2532,1.06,13.78
2533,1.86,21.4
2534,1.39,3.18
2535,1.04,4.79
2536,1.68,2.05
2537,0.81,1.76
2538,1.53,6.25
2539,0.76,9.62
2540,1.1,38.85
2541,1.23,2.25
2542,1.08,10.38
2543,1.01,11.36
2544,1.01,13.81
2545,1.1,2.31
2546,4.43,-4.26
2547,1.38,8.69
2548,0.8,12.36
2549,1.03,4.84
2550,1.73,3.49
2551,0.97,4.05
2552,3.37,98.74
2553,0.83,4.96
2554,1.2,-0.12
2555,1.03,2.94
2556,1.47,19.65
2557,0.82,2.61
2558,1.19,5.9
2559,1.05,5.04
2560,0.81,6.01
2561,1.09,5.49
2562,1.08,4.34
2563,1.36,17.8
2564,1.03,1.89
2565,0.86,3.64
2566,1.19,5.57
2567,1.13,6.63
2568,0.72,12.69
2569,1.39,1.01
2570,1.23,2.36
2571,1.53,1.45
2572,0.9,8.31
2573,0.91,7.32
2574,1.31,10.45
2575,1.92,12.16
2576,0.93,4.47
2577,1.47,-0.75
2578,0.49,21.52
2579,1.13,2.39
2580,1.04,10.6
2581,0.78,3.56
2582,1.06,2.23
2583,1.01,6.95
2584,1.77,3.44
2585,1.22,3.96
2586,1.27,13.63
2587,1.26,3.83
2588,1.2,1.91
2589,2.07,1.62
2590,1.24,3.46
2591,1,5.44
2592,0.79,3.02
2593,1.06,5.53
2594,1.72,1.63
2595,0.76,8.73
2596,2.12,4.21
2597,0.8,11.3
2598,1.79,5.34
2599,0.52,0.79
2600,1.63,9.52
2601,1.33,11.64
2602,1.15,7.7
2603,1.01,4.35
2604,2.16,29.26
2605,1.22,-2.25
2606,1.22,0.71
2607,0.87,3.42
2608,1.17,4.32
2609,1.44,7.76
2610,1.18,0.63
2611,0.71,8.68
