HIP,HD,RAdeg,DEdeg,RAhms,DEdms,Plx,e_Plx,distance_Plx,Vmag,MV,MV_error,VTmag,MVt,MVt_error,B_minus_V,BT_minus_VT
HIP 19165,\N,61.64503704,-20.85122581,04 06 34.81,-20 51 04.4,42.54,1.64,23.5073,9.7,7.843987427833552,0.08375600882018608,9.849,7.992987427833553,0.08375600882018652,1.206,1.45
HIP 112388,\N,341.44229183,1.68984483,22 45 46.15,+01 41 23.4,42.55,4.25,23.5018,11.98,10.124497822103034,0.21761769776375406,\N,\N,\N,1.459,\N
HIP 30314,45270,95.62897591,-60.21880842,06 22 30.95,-60 13 07.7,42.56,0.49,23.4962,6.53,4.67500809643496,0.02500160943169316,6.592,4.737008096434961,0.02500160943169316,0.614,0.662
HIP 89348,168151,273.4723271,64.39719935,18 13 53.36,+64 23 49.9,42.56,0.45,23.4962,4.99,3.1350080964349605,0.0229605028345663,5.044,3.1890080964349607,0.0229605028345663,0.44,0.452
HIP 78913,144872,241.62260618,38.63354279,16 06 29.43,+38 38 00.8,42.57,0.86,23.4907,8.58,6.725518250885683,0.04387409879099469,8.695,6.840518250885683,0.04387409879099469,0.963,1.126
HIP 12886,\N,41.41391698,44.94906212,02 45 39.34,+44 56 56.6,42.59,2.21,23.4797,10.8,8.946538200368746,0.1127792484763086,\N,\N,\N,\N,\N
HIP 22498,\N,72.60335897,63.333424,04 50 24.81,+63 20 00.3,42.59,17.78,23.4797,9.99,8.136538200368745,0.9654860289531602,9.908,8.054538200368745,0.9654860289531602,1.33,1.703
HIP 45637,80545,139.53738985,-57.7700241,09 18 08.97,-57 46 12.1,42.59,1.09,23.4797,9.52,7.666538200368745,0.05558633246146982,9.746,7.892538200368746,0.05558633246146982,1.185,1.365
HIP 4189,\N,13.34933515,-41.23799485,00 53 23.84,-41 14 16.8,42.61,15.51,23.4687,11.92,10.06755767100227,0.8283907868789449,\N,\N,\N,1.49,\N
HIP 86201,160922,264.23787472,68.75718933,17 36 57.09,+68 45 25.9,42.62,0.53,23.4632,4.77,2.918067226890916,0.027004685758015068,4.824,2.972067226890916,0.027004685758015068,0.43,0.468
HIP 116416,221851,353.85726949,31.16198982,23 35 25.74,+31 09 43.2,42.63,0.93,23.4577,7.9,6.048576663235662,0.04737954027494995,7.998,6.146576663235661,0.04737954027494995,0.845,1.001
HIP 114456,218868,347.70896034,45.51297,23 10 50.15,+45 30 46.7,42.65,0.74,23.4467,6.98,5.129595177517711,0.03767997323841854,7.067,5.216595177517711,0.03767997323841854,0.75,0.866
HIP 13976,18632,45.01091188,7.74970382,03 00 02.62,+07 44 58.9,42.66,1.22,23.4412,7.97,6.120104255567051,0.06211718041374281,8.078,6.228104255567049,0.06211718041374281,0.926,1.092
HIP 1499,1461,4.67342336,-8.05265094,00 18 41.62,-08 03 09.5,42.67,0.85,23.4357,6.47,4.6206132142965615,0.043262145521176354,6.541,4.691613214296561,0.043262145521176354,0.674,0.764
HIP 90959,171314,278.32446321,22.31540247,18 33 17.87,+22 18 55.4,42.67,1.26,23.4357,8.9,7.050613214296561,0.06413993190735523,9.016,7.166613214296561,0.06413993190735523,1.181,1.4
HIP 93185,176377,284.71235563,30.18017204,18 58 50.97,+30 10 48.6,42.68,0.64,23.4302,6.8,4.9511220537621625,0.03256435149269521,6.866,5.0171220537621615,0.03256435149269521,0.606,0.653
HIP 42173,72946,128.96392686,6.6230998,08 35 51.34,+06 37 23.2,42.71,4.61,23.4137,7.25,5.402647857134121,0.23529940070068323,7.203,5.35564785713412,0.23529940070068323,0.71,0.784
HIP 52369,92719,160.55491694,-13.7872952,10 42 13.18,-13 47 14.3,42.73,0.82,23.4028,6.79,4.943664464085981,0.04167624627459432,6.861,5.014664464085983,0.04167624627459432,0.622,0.698
HIP 98106,187456,299.06739256,-72.3635678,19 56 16.17,-72 21 48.8,42.78,1.0,23.3754,8.4,6.556203901177546,0.05076830396905807,8.514,6.670203901177545,0.05076830396905807,1.058,1.223
HIP 103544,\N,314.67385352,34.27453088,20 58 41.72,+34 16 28.3,42.8,2.23,23.3645,11.21,9.36721884506586,0.11324234814651657,11.117,9.27421884506586,0.11324234814651657,1.741,1.432
HIP 738,\N,2.266269,-27.12235235,00 09 03.90,-27 07 20.5,42.82,2.61,23.3536,11.73,9.8882333147921,0.13252165927928683,\N,\N,\N,1.493,\N
HIP 39780,67228,121.9410051,21.58197937,08 07 45.84,+21 34 55.1,42.86,0.97,23.3318,5.3,3.460260833529051,0.04915277573184884,5.368,3.5282608335290506,0.04915277573184884,0.642,0.71
HIP 56809,101177,174.68913216,45.10837959,11 38 45.39,+45 06 30.2,42.94,0.95,23.2883,6.29,4.4543102005011495,0.048049265517583706,6.322,4.4863102005011495,0.048049265517583706,0.566,0.694
HIP 10337,\N,33.29970594,-21.19658781,02 13 11.93,-21 11 47.7,43.0,1.67,23.2558,9.84,8.007342277897934,0.08437636797532644,9.995,8.162342277897933,0.08437636797532644,1.346,1.627
HIP 78734,\N,241.09718041,-33.06086864,16 04 23.32,-33 03 39.1,43.0,1.95,23.2558,10.08,8.247342277897934,0.0985413365344705,10.313,8.480342277897934,0.0985413365344705,1.345,1.555
HIP 108567,\N,329.88377294,-60.93274382,21 59 32.11,-60 55 57.9,43.04,1.53,23.2342,9.53,7.699361313291663,0.07722475176914312,9.722,7.891361313291664,0.07722475176914312,1.202,1.424
HIP 108092,\N,328.49458666,41.77989728,21 53 58.70,+41 46 47.6,43.07,1.55,23.218,10.3,8.470874358813,0.07818055276854441,10.477,8.647874358813,0.07818055276854441,1.333,1.568
HIP 99137,190422,301.89613313,-55.0161003,20 07 35.07,-55 00 58.0,43.08,0.79,23.2126,6.26,4.43137847312972,0.03982487314511163,6.316,4.487378473129721,0.03982487314511163,0.53,0.569
HIP 28267,40397,89.58955821,-4.65017345,05 58 21.49,-04 39 00.6,43.1,0.93,23.2019,6.99,5.162386350803659,0.0468627111116553,7.074,5.246386350803658,0.0468627111116553,0.72,0.808
HIP 89490,348274,273.93172764,18.93980767,18 15 43.61,+18 56 23.3,43.1,2.18,23.2019,10.84,9.01238635080366,0.10992698285023206,\N,\N,\N,1.5,\N
HIP 105905,203850,321.74067096,-56.12560249,21 26 57.76,-56 07 32.2,43.12,1.17,23.1911,8.65,6.823393760893413,0.05893428780009913,8.804,6.977393760893413,0.05893428780009913,0.924,1.012
HIP 19233,26491,61.83871877,-64.22310952,04 07 21.29,-64 13 23.2,43.12,0.5,23.1911,6.37,4.543393760893412,0.025180539661246115,6.451,4.624393760893414,0.025180539661246115,0.636,0.697
HIP 63257,112575,194.4340298,-14.46356844,12 57 44.17,-14 27 48.8,43.13,1.32,23.1857,9.11,7.283897290729758,0.06647899438954452,9.285,7.458897290729759,0.06647899438954452,1.118,1.316
HIP 49366,87424,151.15738731,-11.72964083,10 04 37.77,-11 43 46.7,43.14,1.11,23.1803,8.15,6.324400703832632,0.055884712571018014,8.245,6.419400703832631,0.055884712571018014,0.891,1.066
HIP 9829,12846,31.62599843,24.33435081,02 06 30.24,+24 20 03.7,43.14,0.94,23.1803,6.89,5.064400703832632,0.047322837205136636,6.962,5.136400703832631,0.047322837205136636,0.662,0.727
HIP 6917,8997,22.26920867,21.72361547,01 29 04.61,+21 43 25.0,43.16,0.93,23.1696,7.74,5.915407180054366,0.04679754350353704,7.828,6.003407180054365,0.04679754350353704,0.966,1.115
HIP 63882,\N,196.37541923,37.13677988,13 05 30.10,+37 08 12.4,43.18,6.95,23.1589,11.74,9.91641318999106,0.3525734264462921,\N,\N,\N,1.637,\N
HIP 106400,205434,323.25253434,62.00197884,21 33 00.61,+62 00 07.1,43.2,0.95,23.1481,9.34,7.51741873407456,0.047759986569690493,9.45,7.62741873407456,0.047759986569690493,1.163,1.378
HIP 46733,81937,142.88154025,63.06179545,09 31 31.57,+63 03 42.5,43.2,0.64,23.1481,3.65,1.827418734074561,0.03217231547330224,3.689,1.8664187340745606,0.03217231547330224,0.36,0.37
HIP 39064,65430,119.89092254,20.84521031,07 59 33.82,+20 50 42.8,43.21,0.96,23.1428,7.68,5.857921331556152,0.04825171493169966,7.761,5.938921331556151,0.04825171493169966,0.833,0.981
HIP 67795,\N,208.30948996,-38.34974431,13 53 14.28,-38 20 59.1,43.23,5.22,23.1321,12.51,10.68892617766826,0.26348977945920016,\N,\N,\N,1.5,\N
HIP 101150,340345,307.54486771,26.84310641,20 30 10.77,+26 50 35.2,43.24,4.37,23.1267,9.69,7.869428426406364,0.22020910210810962,10.101,8.280428426406365,0.22020910210811007,1.34,1.475
HIP 29432,42618,93.00187959,6.78369045,06 12 00.45,+06 47 01.3,43.26,0.87,23.116,6.85,5.030432575515364,0.0436762771974295,6.936,5.116432575515364,0.0436762771974295,0.642,0.706
HIP 20222,\N,64.99806964,36.48758798,04 19 59.54,+36 29 15.3,43.27,7.18,23.1107,11.46,9.640934475993625,0.3636857212835558,\N,\N,\N,1.45,\N
HIP 69357,124106,212.94302002,-12.61132994,14 11 46.32,-12 36 40.8,43.35,1.4,23.0681,7.93,6.114945509061146,0.07015268621802884,8.01,6.194945509061146,0.07015268621802884,0.865,0.999
HIP 8275,10853,26.66124423,12.41195514,01 46 38.70,+12 24 43.0,43.37,1.38,23.0574,8.91,7.095947110743811,0.06911791253497723,9.062,7.2479471107438105,0.06911791253497723,1.044,1.193
HIP 110712,212168,336.46260706,-75.01571925,22 25 51.03,-75 00 56.6,43.39,0.96,23.0468,6.12,4.306948250646059,0.048051481002823415,6.181,4.367948250646059,0.048051481002823415,0.599,0.664
HIP 3008,\N,9.56400804,52.33242473,00 38 15.36,+52 19 56.7,43.4,1.94,23.0415,10.48,8.667448647562555,0.09713054508164198,10.681,8.868448647562554,0.09713054508164021,1.424,1.337
HIP 102119,196998,310.42430115,-22.32105628,20 41 41.83,-22 19 15.8,43.42,1.48,23.0309,9.83,8.018449095592008,0.07404478718499607,10.034,8.222449095592008,0.07404478718499607,1.121,1.414
HIP 1692,1690,5.3054923,-8.28117086,00 21 13.32,-08 16 52.2,43.42,33.05,23.0309,9.19,7.378449095592007,2.1692808344997223,9.315,7.503449095592007,2.1692808344997223,1.354,1.617
HIP 56242,100180,172.93809402,14.3649637,11 31 45.14,+14 21 53.9,43.42,1.1,23.0309,6.27,4.458449095592007,0.0550237415888537,6.328,4.516449095592007,0.0550237415888537,0.57,0.637
HIP 60970,\N,187.47891094,36.44537349,12 29 54.94,+36 26 43.3,43.42,3.62,23.0309,11.91,10.098449095592008,0.18146060248598594,\N,\N,\N,0.8,\N
HIP 53580,\N,164.41310433,69.59647402,10 57 39.15,+69 35 47.3,43.43,1.45,23.0256,10.28,8.468949146811145,0.07252603500430865,10.446,8.634949146811145,0.07252603500430865,1.352,1.605
HIP 1349,1273,4.22329974,-52.6515923,00 16 53.59,-52 39 05.7,43.45,1.19,23.015,6.84,5.029948903923428,0.059486733033069505,6.925,5.114948903923429,0.059486733033069505,0.655,0.694
HIP 8486,11131,27.34762392,-10.70331596,01 49 23.43,-10 42 11.9,43.47,4.48,23.0044,6.72,4.910948200954186,0.22458844079674156,6.785,4.9759482009541856,0.22458844079674156,0.654,0.711
HIP 101574,\N,308.78125264,-51.1477873,20 35 07.50,-51 08 52.0,43.51,8.83,22.9832,12.14,10.332945416463586,0.44688657374922336,\N,\N,\N,1.44,\N
HIP 46417,\N,141.98394716,80.5812919,09 27 56.15,+80 34 52.7,43.54,1.05,22.9674,9.27,7.464442123525378,0.052376853150231995,9.396,7.59044212352538,0.052376853150231995,1.205,1.432
HIP 100356,\N,305.29564138,-51.79129012,20 21 10.95,-51 47 28.6,43.57,2.85,22.9516,10.21,8.405937799678771,0.14224341697799137,10.555,8.75093779967877,0.14224341697799137,1.594,1.493
HIP 55031,\N,168.98525455,-48.69069347,11 15 56.46,-48 41 26.5,43.57,35.81,22.9516,12.3,10.49593779967877,2.5246234332823905,\N,\N,\N,\N,\N
HIP 104137,\N,316.48462631,4.42842441,21 05 56.31,+04 25 42.3,43.63,4.58,22.92,12.13,10.328926064934102,0.22879023317421954,\N,\N,\N,1.548,\N
HIP 3143,\N,9.99346024,-44.25267874,00 39 58.43,-44 15 09.6,43.64,2.59,22.9148,11.41,9.609423709581522,0.12902682995655557,\N,\N,\N,1.476,\N
HIP 89805,167425,274.91699348,-63.88589103,18 19 40.08,-63 53 09.2,43.64,0.72,22.9148,6.17,4.369423709581522,0.035829560458022325,6.243,4.442423709581522,0.035829560458022325,0.584,0.637
HIP 111983,214731,340.24422375,-46.20194769,22 40 58.61,-46 12 07.0,43.65,1.3,22.9095,9.14,7.339921240207945,0.0646907035063049,9.256,7.455921240207944,0.0646907035063049,1.044,1.241
HIP 76267,139006,233.67162293,26.71491041,15 34 41.19,+26 42 53.7,43.65,0.79,22.9095,2.22,0.4199212402079437,0.03930470890755,2.217,0.41692124020794363,0.03930470890755,0.032,0.035
HIP 56284,\N,173.07873348,-16.96813919,11 32 18.90,-16 58 05.3,43.66,2.55,22.9043,11.45,9.650418656865602,0.12697122934588823,\N,\N,\N,1.474,\N
HIP 72875,131582,223.42539399,23.34516795,14 53 42.09,+23 20 42.6,43.66,1.2,22.9043,8.65,6.850418656865603,0.059698198542422976,8.765,6.965418656865603,0.059698198542422976,0.934,1.127
HIP 14286,18757,46.03645457,61.70751562,03 04 08.75,+61 42 27.1,43.74,0.84,22.8624,6.64,4.844393893508093,0.041706929898736256,6.711,4.915393893508092,0.041706929898736256,0.634,0.729
HIP 27922,39855,88.62540918,-19.70428207,05 54 30.10,-19 42 15.4,43.86,1.19,22.7998,7.51,5.7203431367075215,0.058930381139424615,7.586,5.796343136707522,0.058930381139424615,0.7,0.789
HIP 55718,\N,171.24944172,40.00356544,11 24 59.87,+40 00 12.8,43.89,1.49,22.7842,10.23,8.441827904224867,0.07374658739046147,10.422,8.633827904224868,0.07374658739046147,1.36,1.578
HIP 98316,188559,299.63697548,-54.93659116,19 58 32.87,-54 56 11.7,43.91,1.17,22.7739,8.54,6.752817185521938,0.057873473865046154,8.651,6.863817185521938,0.057873473865046154,1.05,1.24
HIP 111449,213845,338.67291135,-20.70785949,22 34 41.50,-20 42 28.3,43.97,0.75,22.7428,5.21,3.425782328098533,0.03704258082786094,5.262,3.4777823280985327,0.03704258082786094,0.446,0.472
HIP 15673,232781,50.47938525,52.33216557,03 21 55.05,+52 19 55.8,44.03,1.24,22.7118,9.05,7.26874342729763,0.061170520028298814,9.159,7.37774342729763,0.061170520028298814,0.99,1.218
HIP 5957,\N,19.16283929,25.33172767,01 16 39.08,+25 19 54.2,44.03,1.59,22.7118,10.1,8.31874342729763,0.07844976427831618,10.199,8.41774342729763,0.07844976427831618,1.353,1.639
HIP 103256,\N,313.777214,13.17584752,20 55 06.53,+13 10 33.1,44.04,1.19,22.7066,8.82,7.039236551498572,0.05868940371675446,8.951,7.170236551498572,0.05868940371675446,1.054,1.209
HIP 89474,168009,273.88553064,45.20959588,18 15 32.53,+45 12 34.5,44.08,0.51,22.686,6.3,4.521207929218644,0.025124781034633337,6.373,4.594207929218642,0.025124781034633337,0.641,0.711
HIP 54922,97782,168.70149454,-23.1040321,11 14 48.36,-23 06 14.5,44.12,1.66,22.6655,9.02,7.243177518840765,0.08173949627136112,9.196,7.419177518840765,0.08173949627136112,1.108,1.271
HIP 97051,\N,295.85510662,10.08926496,19 43 25.23,+10 05 21.4,44.18,1.86,22.6347,10.0,8.226128557677082,0.09147413982656172,10.12,8.34612855767708,0.0914741398265626,1.26,1.454
HIP 109670,\N,333.24839767,-47.38618788,22 12 59.62,-47 23 10.3,44.2,16.43,22.6244,11.48,9.70711134674546,0.8477792212117716,\N,\N,\N,0.66,\N
HIP 76602,139460,234.6664417,-8.7946549,15 38 39.95,-08 47 40.8,44.21,4.72,22.6193,6.56,4.78760257452937,0.23272020505848534,6.613,4.8406025745293695,0.23272020505848534,0.52,0.559
HIP 56936,\N,175.08296376,67.26666675,11 40 19.91,+67 16 00.0,44.28,2.83,22.5836,12.2,10.431038061033426,0.1389714233798527,\N,\N,\N,1.447,\N
HIP 11852,16348,38.24439125,-72.68790873,02 32 58.65,-72 41 16.5,44.31,0.8,22.5683,8.84,7.072508750158061,0.03920935951248339,8.959,7.191508750158061,0.03920935951248339,1.045,1.208
HIP 42525,\N,130.0498572,41.28551565,08 40 11.97,+41 17 07.9,44.31,27.44,22.5683,9.95,8.18250875015806,1.571767057042262,10.421,8.65350875015806,1.571767057042262,0.47,0.5
HIP 59750,106516,183.79391146,-10.30993958,12 15 10.54,-10 18 35.8,44.34,1.01,22.553,6.11,4.343978443892347,0.049471505904347346,\N,\N,\N,0.47,\N
HIP 9749,\N,31.34762968,-28.07075687,02 05 23.43,-28 04 14.7,44.37,1.97,22.5378,10.88,9.115447143582776,0.09647543215306076,\N,\N,\N,1.4,\N
HIP 59000,105065,181.46112175,-18.87447681,12 05 50.67,-18 52 28.1,44.41,1.51,22.5175,9.99,8.22740386586838,0.0738614680129821,10.14,8.37740386586838,0.07386146801298121,1.336,1.675
HIP 107772,\N,327.49989796,-41.24560413,21 49 59.98,-41 14 44.2,44.45,2.15,22.4972,10.56,8.799358826531165,0.10511387328739463,10.618,8.857358826531165,0.10511387328739463,1.328,1.72
HIP 72981,\N,223.72362192,9.94445916,14 54 53.67,+09 56 40.1,44.46,2.6,22.4921,11.28,9.51984729181486,0.12713174709333686,\N,\N,\N,1.377,\N
HIP 13772,18455,44.31121634,-24.9694171,02 57 14.69,-24 58 09.9,44.49,2.55,22.477,7.33,5.571312028740223,0.124597217346893,7.483,5.724312028740224,0.124597217346893,0.863,1.006
HIP 71914,\N,220.64085699,19.48015622,14 42 33.81,+19 28 48.6,44.54,2.57,22.4517,9.1,7.343751063490098,0.12543533756685932,9.191,7.434751063490099,0.12543533756685932,1.29,1.566
HIP 1768,1815,5.59779902,-27.03160232,00 22 23.47,-27 01 53.8,44.57,7.12,22.4366,8.3,6.545213170430884,0.34988677533051415,8.414,6.659213170430883,0.34988677533051415,0.888,1.014
HIP 76051,\N,232.97530038,9.65746253,15 31 54.07,+09 39 26.9,44.59,20.41,22.4266,9.8,8.046187361748038,1.0736426502952563,9.855,8.101187361748037,1.0736426502952563,0.787,0.883
HIP 13258,17660,42.65286081,15.71087586,02 50 36.69,+15 42 39.2,44.61,1.33,22.4165,8.87,7.117161116208083,0.0647593469012353,9.021,7.268161116208084,0.0647593469012353,1.194,1.427
HIP 27111,247168,86.23652511,9.24379111,05 44 56.77,+09 14 37.6,44.67,14.98,22.3864,11.35,9.600079762359195,0.7575006260257906,\N,\N,\N,0.699,\N
HIP 44899,\N,137.2164025,-34.84210835,09 08 51.94,-34 50 31.6,44.75,1.58,22.3464,10.31,8.563965198259655,0.0767006288672194,10.476,8.729965198259656,0.0767006288672194,1.316,1.572
HIP 116869,\N,355.33307141,14.77716127,23 41 19.94,+14 46 37.8,44.81,60.22,22.3164,11.7,9.956874719565215,\N,10.965,9.221874719565218,\N,1.143,1.349
HIP 1322,\N,4.15113229,-50.26967557,00 16 36.27,-50 16 10.8,44.82,3.44,22.3115,12.38,10.637359260995211,0.1669920781076275,\N,\N,\N,1.53,\N
HIP 51468,90875,157.69791144,59.75179697,10 30 47.50,+59 45 06.5,44.83,1.22,22.3065,8.74,6.99784369432896,0.05910886964860396,8.862,7.11984369432896,0.05910886964860396,1.15,1.394
HIP 109537,\N,332.82130935,41.01466674,22 11 17.11,+41 00 52.8,44.84,3.24,22.3015,11.11,9.368328019614678,0.15717782091985022,\N,\N,\N,1.46,\N
HIP 12493,\N,40.17794724,1.19811427,02 40 42.71,+01 11 53.2,44.84,1.46,22.3015,9.51,7.768328019614678,0.07072860834944672,9.693,7.951328019614678,0.07072860834944628,1.185,1.504
HIP 10542,14001,33.9423663,-18.237874,02 15 46.17,-18 14 16.3,44.96,1.69,22.242,7.94,6.204131512805023,0.08166188220948589,8.288,6.5521315128050235,0.08166188220948589,1.033,1.203
HIP 15099,20165,48.69579281,8.98177593,03 14 46.99,+08 58 54.4,44.96,1.09,22.242,7.83,6.094131512805023,0.052655000319806966,7.903,6.167131512805024,0.052655000319806966,0.861,1.044
HIP 63383,\N,194.82917337,6.50937754,12 59 19.00,+06 30 33.8,45.19,44.19,22.1288,10.69,8.965211706656008,4.87810087581085,10.231,8.506211706656009,4.87810087581085,0.515,0.55
HIP 63742,113449,195.95736099,-5.16127868,13 03 49.77,-05 09 40.6,45.2,1.27,22.1239,7.69,5.965692174056911,0.06102867303387072,7.797,6.072692174056912,0.06102867303387072,0.847,0.993
HIP 114859,\N,348.98088423,-81.37284402,23 15 55.41,-81 22 22.2,45.21,2.04,22.119,9.96,8.236172535171473,0.09804941047253468,10.182,8.458172535171473,0.09804941047253557,1.05,1.829
HIP 48447,\N,148.16331632,3.13024501,09 52 39.20,+03 07 48.9,45.21,3.77,22.119,10.57,8.846172535171473,0.18149758512879632,10.829,9.105172535171473,0.18149758512879632,1.429,1.422
HIP 6097,\N,19.56627324,-12.89818577,01 18 15.91,-12 53 53.5,45.22,3.65,22.1141,11.78,10.056652790046703,0.1756557863048922,\N,\N,\N,1.44,\N
HIP 102488,197989,311.55180091,33.96945334,20 46 12.43,+33 58 10.0,45.26,0.53,22.0946,2.48,0.7585727480935507,0.025429363387600823,2.6,0.8785727480935499,0.025429363387600823,1.021,1.215
HIP 11072,14802,35.6350873,-23.81631542,02 22 32.42,-23 48 58.7,45.6,0.82,21.9298,5.19,3.4848242133221747,0.039052617192218086,5.265,3.559824213322176,0.039052617192218086,0.608,0.678
HIP 66492,\N,204.46429347,48.1384157,13 37 51.43,+48 08 18.3,45.66,2.72,21.901,9.77,8.067679535771083,0.1295095598140774,10.193,8.490679535771083,0.1295095598140774,1.384,1.672
HIP 9236,12311,29.69113269,-61.56992444,01 58 45.87,-61 34 11.7,45.74,0.55,21.8627,2.86,1.1614808013536493,0.02611209862902264,2.892,1.1934808013536493,0.02611209862902264,0.29,0.331
HIP 114252,\N,347.08119329,-15.40988872,23 08 19.49,-15 24 35.6,45.75,2.6,21.8579,10.87,9.171955492012335,0.12353919591947982,\N,\N,\N,1.397,\N
HIP 14589,\N,47.10218246,-24.17280917,03 08 24.52,-24 10 22.1,45.83,11.06,21.8198,10.86,9.165749286223935,0.5345781077112832,\N,\N,\N,\N,\N
HIP 76382,139341,234.01078571,39.80240648,15 36 02.59,+39 48 08.7,45.85,0.79,21.8103,6.78,5.0866967000302,0.03741838590786406,6.885,5.1916967000302,0.03741838590786406,0.906,1.055
HIP 17544,23588,56.34967157,-27.86282003,03 45 23.92,-27 51 46.2,45.95,1.41,21.7628,8.21,6.521427578610652,0.0666537025421099,8.332,6.643427578610652,0.0666537025421099,1.012,1.132
HIP 88118,\N,269.95662066,-57.76889782,17 59 49.59,-57 46 08.0,45.99,18.45,21.7439,12.05,10.36331704787019,0.9229789895656895,\N,\N,\N,\N,\N
HIP 41802,\N,127.84111183,-6.03369607,08 31 21.87,-06 02 01.3,46.02,6.28,21.7297,11.19,9.504733071663123,0.2981845652336945,\N,\N,\N,1.387,\N
HIP 79607,146361,243.67100328,33.85882404,16 14 41.04,+33 51 31.8,46.11,0.98,21.6873,5.23,3.5489756110970383,0.046158392306441254,5.235,3.5539756110970373,0.046158392306441254,0.599,0.655
HIP 81520,149612,249.76830429,-58.25750961,16 39 04.39,-58 15 27.0,46.13,0.91,21.6779,7.01,5.329917273041334,0.04284188764685348,7.089,5.408917273041334,0.04284188764685348,0.616,0.666
HIP 40239,\N,123.2858756,-13.91579701,08 13 08.61,-13 54 56.9,46.21,4.14,21.6403,9.38,7.703679842593527,0.19506740718160076,9.76,8.083679842593526,0.1950674071816012,1.393,1.567
HIP 12530,16765,40.30779517,-0.69534847,02 41 13.87,-00 41 43.3,46.24,1.31,21.6263,5.72,4.045089127062365,0.06153525670101834,5.81,4.135089127062365,0.06153525670101834,0.511,0.532
HIP 64880,\N,199.49353344,36.29995254,13 17 58.45,+36 17 59.8,46.25,2.12,21.6216,11.28,9.60555868537526,0.0996053998531563,\N,\N,\N,1.356,\N
HIP 3813,\N,12.25615885,-50.14439383,00 49 01.48,-50 08 39.8,46.32,2.06,21.5889,10.76,9.088842753596898,0.09663613608655464,11.046,9.374842753596898,0.09663613608655464,1.426,1.23
HIP 91154,170915,278.95778181,-61.22586921,18 35 49.87,-61 13 33.1,46.38,1.41,21.561,9.34,7.671653721509844,0.06603535738212996,9.459,7.790653721509844,0.06603535738212996,1.152,1.284
HIP 69962,125354,214.74284788,-6.60259565,14 18 58.28,-06 36 09.3,46.46,1.73,21.5239,9.1,7.435396027321083,0.08089507032137888,9.245,7.580396027321083,0.08089507032137888,1.29,1.572
HIP 51502,90089,157.77091914,82.55853791,10 31 05.02,+82 33 30.7,46.54,0.55,21.4869,5.25,3.5891318947535567,0.025663202171711585,5.298,3.6371318947535567,0.025663202171711585,0.399,0.408
HIP 109084,\N,331.46440393,-11.9137479,22 05 51.46,-11 54 49.5,46.7,7.86,21.4133,10.12,8.466584402830561,0.3689878510311386,10.257,8.603584402830561,0.3689878510311386,1.408,1.535
HIP 1663,1651,5.20735342,-0.87108457,00 20 49.76,-00 52 15.9,46.72,20.16,21.4041,9.3,7.647514170521717,1.0026704843374503,9.32,7.6675141705217165,1.0026704843374503,0.362,0.382
HIP 110640,\N,336.19019395,22.55129424,22 24 45.65,+22 33 04.7,46.74,1.66,21.395,8.83,7.178443540281041,0.0771536356758582,9.008,7.35644354028104,0.0771536356758582,1.18,1.465
HIP 39903,68456,122.25357658,-61.3017058,08 09 00.86,-61 18 06.1,46.75,3.38,21.3904,4.74,3.088908076042684,0.15727070616072947,4.796,3.1449080760426833,0.15727070616072947,0.437,0.465
HIP 106694,\N,324.16136849,39.45609314,21 36 38.73,+39 27 21.9,46.8,3.37,21.3675,10.17,8.521229265370621,0.15663567916380572,10.424,8.775229265370621,0.15663567916380572,1.433,1.53
HIP 19948,\N,64.17383394,-12.55691853,04 16 41.72,-12 33 24.9,47.05,6.24,21.254,10.91,9.27279813881638,0.2896978136691022,\N,\N,\N,1.512,\N
HIP 84212,\N,258.21317676,-5.12368193,17 12 51.16,-05 07 25.3,47.05,3.27,21.254,11.61,9.97279813881638,0.15116218801324877,\N,\N,\N,1.49,\N
HIP 49868,\N,152.74177521,75.14072829,10 10 58.03,+75 08 26.6,47.06,2.72,21.2495,9.48,7.843259614200013,0.12564800873526227,8.972,7.335259614200012,0.12564800873526227,1.335,0.873
HIP 62505,111312,192.13441477,-15.71958151,12 48 32.26,-15 43 10.5,47.19,1.93,21.1909,7.93,6.299249886714747,0.08885952128600305,7.992,6.361249886714748,0.08885952128600305,0.946,1.084
HIP 107089,205478,325.36863801,-77.38946215,21 41 28.47,-77 23 22.1,47.22,2.9,21.1775,3.73,2.1006299137135427,0.13352827650434795,3.848,2.218629913713543,0.13352827650434795,1.008,1.175
HIP 44955,\N,137.37850887,32.82083717,09 09 30.84,+32 49 15.0,47.24,2.9,21.1685,9.96,8.331549444707388,0.13347160210932074,10.101,8.472549444707388,0.13347160210932163,1.38,1.672
HIP 5842,7693,18.7513343,-68.8190944,01 15 00.32,-68 49 08.7,47.36,1.25,21.1149,7.22,5.597058468574319,0.05732624713783663,7.436,5.813058468574318,0.05732624713783663,1,1.26
HIP 48190,\N,147.36489257,-55.33535366,09 49 27.57,-55 20 07.3,47.47,2.78,21.0659,10.3,8.6820961585918,0.12731427858041844,10.769,9.151096158591802,0.12731427858041844,1.453,1.416
HIP 2762,3196,8.8110039,-3.59275785,00 35 14.64,-03 35 33.9,47.51,1.15,21.0482,5.2,3.583925152096027,0.05257169325810329,\N,\N,\N,0.567,\N
